type,coordinates long,coordinates lat,category,name,info
Point,13.204889,52.53842504,"Öffentlicher ""Kühler Raum""",St. Nikolai-Kirche,"Reformationsplatz 1, 13597 Berlin | Mo - Sa: 12:00 -14:00 Uhr; So: Nach dem Gottesdienst bis 14:00 Uhr An besonders heißen Tagen erfolgt nach Möglichkeit eine verlängerte Öffnung der St. Nikolai-Kirche. Aktuelle Informationen hierzu werden über die Website sowie den Social-Media-Kanal der Kirchengemeinde bereitgestellt. Interessierte Bürgerinnen und Bürger, die sich an der Umsetzung des Angebotes beteiligen möchten, finden auf der Seite St. Nikolai als Hitzeschutzraum ergänzende Informationen. | eingeschränkt rollstuhlgerecht | Es ist ein rollstuhlgerechter Zugang vorhanden. Die Toiletten sind nicht rollstuhlgerecht zugänglich. Es erfolgt keine medizinische Betreuung."
Point,13.12796,52.46493104,"Öffentlicher ""Kühler Raum""",Schilfdachkapelle,"Gottfried-Arnold-Weg 10, 14089 Berlin | Mo - Fr: 08:00 Uhr bis Sonnenuntergang (mind. 18:00 Uhr) | nicht rollstuhlgerecht | Es erfolgt keine medizinische Betreuung."
Point,13.196639,52.57055404,"Öffentlicher ""Kühler Raum""",Stiftskirche im Johannesstift,"Schönwalder Allee 26, 13587 Berlin | So: 13:00 - 17:00 Uhr | rollstuhlgerecht | Es erfolgt keine medizinische Betreuung."
Point,13.206163,52.56762404,"Öffentlicher ""Kühler Raum""",Wichernkirche,"Wichernstraße 21, 13587 Berlin | Mo - So: 08:00 - 18:00 Uhr | rollstuhlgerecht | Es ist ein rollstuhlgerechter Zugang vorhanden. Es ist ein rollstuhlgerechtes WC im Gemeindehaus nebenan vorhanden. Es erfolgt keine medizinische Betreuung."
Point,13.152804,52.55400304,"Öffentlicher ""Kühler Raum""",Quartiersmanagement Falkenhagener Feld West - Kiezstube,"Kraepelinweg 1, 13589 Berlin | Mo, Mi, Do: 11:00 – 15:00 Uhr Bitte beachten Sie, dass es aufgrund terminlicher Verpflichtungen der Mitarbeitenden des Quartiersmanagements zu Abweichungen von den genannten Öffnungszeiten kommen kann. Ziel ist es jedoch, die angegebenen Zeitfenster möglichst verlässlich abzudecken und – sofern die personellen Ressourcen es zulassen – auch zusätzliche Öffnungszeiten anzubieten. | eingeschränkt rollstuhlgerecht | Der Zugang ist eingeschränkt rollstuhlgerecht (ebenerdig, jedoch ohne elektrische Türen). Es ist kein rollstuhlgerechtes WC vorhanden. Ein Zugang zu kostenlosem Trinkwasser ist vorhanden. Eine Erste-Hilfe-Kasten ist vorhanden. Eine Büchertauschregal ist vorhanden. Das Mitbringen von Haustieren ist gestattet. Es erfolgt keine medizinische Betreuung."
Point,13.203647,52.54873804,"Öffentlicher ""Kühler Raum""",Quartiersmanagement Spandauer Neustadt,"Lynarstraße 13, 13585 Berlin | Di: 10:00 - 13:00 Uhr Do: 14:00 - 17:00 Uhr | eingeschränkt rollstuhlgerecht | Es sind Türschwellen vorhanden und eher schmale Türen und Durchgänge. Es ist kein rollstuhlgerechtes WC vorhanden. Ein Zugang zu kostenlosem Trinkwasser und Toiletten ist vorhanden. Es ist ein Erste-Hilfe-Kasten vorhanden. Es ist ein Büchertauschregal vorhanden. Das Mitbringen von Haustieren ist gestattet. Es erfolgt keine medizinische Betreuung."
Point,13.202831,52.54690904,"Öffentlicher ""Kühler Raum""",Stadtteilzentrum Paul-Schneider-Haus,"Schönwalder Straße 23, 13585 Berlin | Mo – So: 11:00 - 15:00 Uhr | eingeschränkt rollstuhlgerecht | Es gibt Trinkwasser, Sitzgelegenheiten und Toiletten. Barrierefreiheit: Die Türen und Durchgänge sind mindestens 90 cm breit, eine Rampe ist vorhanden, jedoch keine Parkplätze. Es erfolgt keine medizinische Betreuung."
Point,13.208736,52.56177104,"Öffentlicher ""Kühler Raum""",LVM Service-Büro Michael Klages,"Streitstr. 28, 13587 Berlin | Mo: 10:00 - 18:00 Uhr; Di, Mi: 10:00 - 15:00 Uhr; Do: 10:00 - 17:00 Uhr; Fr: 10:00 - 15:00 Uhr | nicht rollstuhlgerecht | Es gibt Trinkwasser, Sitzgelegenheiten und Toiletten. Der Raum ist klimatisiert. Es erfolgt keine medizinische Betreuung."
Point,13.346383,52.43544404,"Öffentlicher ""Kühler Raum""",Ev. Dreifaltigkeitskirche Lankwitz,"Gallwitzallee 4-6, 12249 Berlin | An Tagen mit Hitzewarnstufe: von 14:00 - 18:00 Uhr | rollstuhlgerecht | Eine Toilette und der Zugang zu Trinkwasser sind vorhanden. Es erfolgt keine medizinische Betreuung."
Point,13.203427,52.43445204,"Öffentlicher ""Kühler Raum""",Johanneskirche Schlachtensee,"Matterhornstr. 37/39, 14129 | Juni, September: Mo, Mi: 9:00 - 13:00; Do: 17:00 - 19:00 Uhr; Fr: 10:00 - 12:00 Uhr; Juli, August: Mo-Fr: 10:00 - 18:00 Uhr (bei Hitze) | rollstuhlgerecht | Eine Toilette und der Zugang zu Trinkwasser sind vorhanden. Es erfolgt keine medizinische Betreuung."
Point,13.323958,52.45868704,"Öffentlicher ""Kühler Raum""",Rosenkranz-Basilika,"Kielerstr. 11, 12163 Berlin | Mo - Sa: 09:00 - 19:00 Uhr | nicht rollstuhlgerecht | Es erfolgt keine medizinische Betreuung."
Point,13.318561,52.45603304,"Öffentlicher ""Kühler Raum""",Matthäuskirche,"Schloßstr. 44a, 12165 Berlin | Mi – So: 15:00 - 18:00 Uhr | rollstuhlgerecht | Eine Toilette und der Zugang zu Trinkwasser sind vorhanden. Es erfolgt keine medizinische Betreuung."
Point,13.311587,52.42104804,"Öffentlicher ""Kühler Raum""",Dorfkirche Giesensdorf,"Ostpreußendamm 131a, 12207 Berlin | Fr: 15:00 - 17:00 Uhr | eingeschränkt rollstuhlgerecht | Es gibt eine kleine Schwelle, die durch Unterstützung des Personals überwindbar wäre. Eine Toilette ist im Gemeindehaus verfügbar. Trinkwasser kann vor Ort erfragt werden. Es erfolgt keine medizinische Betreuung."
Point,13.25683,52.43544804,"Öffentlicher ""Kühler Raum""",Raum für Beteiligung,"Potsdamer Str. 50, 14163 Berlin | Mo: 14:00 - 17:00 Uhr; Fr: 10:00 - 13:00 Uhr | eingeschränkt rollstuhlgerecht | Es ist kein rollstuhlgerechtes WC vorhanden. Trinkwasser ist verfügbar. Es erfolgt keine medizinische Betreuung."
Point,13.316448,52.43900304,"Öffentlicher ""Kühler Raum""",Gutshaus Lichterfelde Caféraum,"Hindenburgdamm 28, 12203 Berlin | Di, Mi, Do: 10:00 - 16:00 Uhr | rollstuhlgerecht | Eine Toilette und der Zugang zu Trinkwasser sind vorhanden. Es erfolgt keine medizinische Betreuung."
Point,13.257806,52.43390804,"Öffentlicher ""Kühler Raum""",Pauluskirche,"Kirchstraße 6, 14163 Berlin | Mo, Mi, Fr: 11:00 - 14:00 Uhr; Di: 16:00 - 18:00 Uhr; Do: 14:00 - 16:00 Uhr; Sa: 11:00 - 13:00 Uhr; So: 09:30 - 11:30 Uhr; sowie an Hitzewarntagen: 14:00 - 18:00 Uhr | rollstuhlgerecht | Eine Toilette und der Zugang zu Trinkwasser sind vorhanden. Es erfolgt keine medizinische Betreuung."
Point,13.341557,52.44945604,"Öffentlicher ""Kühler Raum""",Markuskirche,"Karl-Stieler-Str. 8a, 12167 Berlin | So: 12:00 - 16:00 Uhr | rollstuhlgerecht | Eine Toilette und der Zugang zu Trinkwasser sind vorhanden. Es erfolgt keine medizinische Betreuung."
Point,13.328048,52.42499104,"Öffentlicher ""Kühler Raum""",Petruskirche,"Oberhofer Platz 2, 12209 Berlin | Mi, Sa: 10:00 - 13:00 Uhr | rollstuhlgerecht | Eine Toilette und der Zugang zu Trinkwasser sind vorhanden. Es erfolgt keine medizinische Betreuung."
Point,13.250826,52.44882904,"Öffentlicher ""Kühler Raum""",Ev. Emmaus-Kirchengemeinde,"Onkel-Tom-Str. 80, 14169 Berlin | Do: 12:00 - 18:00 Uhr | rollstuhlgerecht | Eine Toilette und der Zugang zu Trinkwasser sind vorhanden. Es erfolgt keine medizinische Betreuung."
Point,13.361432,52.42683304,"Öffentlicher ""Kühler Raum""",Jugendfreizeiteinrichtung Wichura,"Wichurastr. 59, 12249 Berlin | Mo - Do: 12:00 - 20:00 Uhr Fr: 12:00 - 19:30 Uhr | rollstuhlgerecht | Eine Toilette und der Zugang zu Trinkwasser sind vorhanden. Es erfolgt keine medizinische Betreuung."
Point,13.141849,52.41202904,"Öffentlicher ""Kühler Raum""",Kirche am Stölpchensee,"Wilhelmplatz 1, 14109 Berlin | Fr: 14:00 - 17:00 Uhr (nicht in den Schulferien) | nicht rollstuhlgerecht | Eine Toilette und der Zugang zu Trinkwasser sind vorhanden. Es erfolgt keine medizinische Betreuung."
Point,13.322377,52.45472804,"Öffentlicher ""Kühler Raum""",Nachbarschaftsladen Mittelhof,"Berlinickestr. 9, 12165 Berlin | ab 01.05: Di: 14:00 - 16:00 Uhr | eingeschränkt rollstuhlgerecht | Der Eingang ist über eine Rampe erreichbar, das WC nicht. Es gibt Trinkwasser, Sitzgelegenheiten, Toiletten, Unterhaltung/Spiele und W-LAN. Es erfolgt keine medizinische Betreuung."
Point,13.328102,52.41310004,"Öffentlicher ""Kühler Raum""",Nachbarschaftshaus Lilienthal,"Schütte-Lanz-Straße 41, NBH Lilienthal, 12209 Berlin | Mo - Fr: 10:00 - 17:30 Uhr | rollstuhlgerecht | Es gibt Trinkwasser, Sitzgelegenheiten, Toiletten und Unterhaltung/Spiele. Es erfolgt keine medizinische Betreuung."
Point,13.357173,52.42804904,"Öffentlicher ""Kühler Raum""",Kiezbüro Lankwitz,"Emmichstraße 8, 12249 Berlin | Mo - Do: 10.00 - 16.00 Uhr | rollstuhlgerecht | Es gibt Trinkwasser, Sitzgelegenheiten, Toiletten, Unterhaltung/Spiele und W-LAN. Es erfolgt keine medizinische Betreuung."
Point,13.266188,52.41325604,"Öffentlicher ""Kühler Raum""",Phoenix - Jugendfreizeiteinrichtung und Mehrgenerationenhaus (Mittelhof e.V.),"Teltower Damm 228, 14167 Berlin | Mo - Fr: 10:00 - 14:00 Uhr. Von 13:30 - 18:30 Uhr sind wir eine Jugendfreizeiteinrichtung für alle zwischen 10 - 27 Jahren. | rollstuhlgerecht | Es gibt Trinkwasser, Sitzgelegenheiten, Toiletten, Unterhaltung/Spiele und W-LAN. Es erfolgt keine medizinische Betreuung."
Point,13.254387,52.43384604,"Öffentlicher ""Kühler Raum""",Stadtteilzentrum Villa Mittelhof,"Königstr. 42-43, 14163 Berlin | Mo - Do 9:00 - 18:00 Uhr Fr 9:00 - 15:30 Uhr Cafébetrieb: Di - Do: 10:00 - 18:00 Uhr Fr: 10:00 - 15:00 Uhr | eingeschränkt rollstuhlgerecht | Es gibt Trinkwasser, Sitzgelegenheiten, Toiletten, Unterhaltungsangebote/Spiele und W-LAN. Es erfolgt keine medizinische Betreuung. Ein rollstuhlgerechter Zugang ins Café ist nach Absprache möglich."
Point,13.352746,52.48917604,"Öffentlicher ""Kühler Raum""",Apostel-Paulus Kirche,"Grunewaldstraße 77 A, 10823 Berlin | Mo - So: 12:00 - 18:00 Uhr | rollstuhlgerecht | Es erfolgt keine medizinische Betreuung."
Point,13.341749,52.46803004,"Öffentlicher ""Kühler Raum""",Mobile Stadtteilarbeit des Nachbarschaftsheim Schöneberg,"Cranachstraße 7, 12157 Berlin | Mo: 10:00 - 13:00 Uhr und 15:00 - 18:00 Uhr (an manchen Tagen auch durchgängig bis 18:00 Uhr); Di: 10:00 - 17:00 Uhr; Mi: 10:00 - 15:00 Uhr, Do: 10:00 - 18:00 Uhr; Fr: 10:00 - 14:00 Uhr Aufgrund von kurzfristigen Ausfällen und Krankheiten kann zu Änderungen der Öffnungszeiten kommen. Erkundigen Sie sich gerne vorab telefonisch unter 030 / 32 50 12 97. | rollstuhlgerecht | Es erfolgt keine medizinische Betreuung."
Point,13.359313,52.49862204,"Öffentlicher ""Kühler Raum""",Freizeitstätte 60+ HUZUR,"Bülowstr. 94, 10783 Berlin | Mo - Mi: 09:00 - 16:00 Uhr (ausgenommen August 2026) | rollstuhlgerecht | Es gibt Trinkwasser, Sitzgelegenheiten, Toiletten, Unterhaltung/Spiele und W-LAN. Bitte am Eingang klingeln. Im August steht dieser kühle Raum nicht zur Verfügung. Es erfolgt keine medizinische Betreuung."
Point,13.350664,52.48294104,"Öffentlicher ""Kühler Raum""",Stadtteilzentrum Schöneberg,"Hauptstraße 121 A, 10827 Berlin | Mo, Mi, Do: 10:00 - 15:00 Uhr; Di: 13:00 - 15:00 Uhr | rollstuhlgerecht | Es gibt Trinkwasser, Sitzgelegenheiten, Toiletten, Unterhaltungsmöglichkeiten/Spiele und W-LAN. Es erfolgt keine medizinische Betreuung."
Point,13.370617,52.42450804,"Öffentlicher ""Kühler Raum""",Stadtteilzentrum Marie-Li,"Bruno-Möhring-Straße 7-9, 12277 Berlin | Mo: 13:00 - 16:00 Uhr; Mi: 11:00 - 14:00 Uhr | nicht rollstuhlgerecht | Es gibt Trinkwasser, Sitzgelegenheiten, Toiletten, Unterhaltungsmöglichkeiten/Spiele und W-LAN. Es erfolgt keine medizinische Betreuung."
Point,13.349767,52.49236104,"Öffentlicher ""Kühler Raum""",VHS Tempelhof-Schöneberg,"Barbarossaplatz 5, 10781 Berlin | Mo - Fr: 10:00-16:00 Uhr | rollstuhlgerecht | Es gibt Trinkwasser, Sitzgelegenheiten, Toiletten und W-LAN. Für aktuelle Informationen zu kurzfristigen Schließzeiten bitten wir Sie, die Website der VHS zu besuchen: https://www.berlin.de/vhs-tempelhof-schoeneberg/ Es erfolgt keine medizinische Betreuung."
Point,13.593357,52.44542404,"Öffentlicher ""Kühler Raum""",KIEZKLUB Allende,"Salvador-Allende-Straße 89, 12559 Berlin-Allende-Viertel | 01.06. - 31.08.: Mo - Do: 09:00 - 17:00 Uhr; Fr: 09:00 - 15:00 Uhr | rollstuhlgerecht | Es ist ein rollstuhlgerechtes WC vorhanden. Es erfolgt keine medizinische Betreuung."
Point,13.548629,52.43808604,"Öffentlicher ""Kühler Raum""",KIEZKLUB Alte Schule,"Dörpfeldstraße 54/56, 12489 Berlin-Adlershof | 01.06. - 31.08.: Mo - Fr: 09:00 - 17:00 Uhr | rollstuhlgerecht | Es erfolgt keine medizinische Betreuung."
Point,13.571296,52.40171204,"Öffentlicher ""Kühler Raum""",KIEZKLUB Bohnsdorf,"Dahmestraße 33, 12526 Berlin-Bohnsdorf | 01.06. - 31.08.: Mo - Fr: 09:00 - 17:00 Uhr | rollstuhlgerecht | Es erfolgt keine medizinische Betreuung."
Point,13.528686,52.40329704,"Öffentlicher ""Kühler Raum""",KIEZKLUB im Bürgerhaus Altglienicke,"Ortolfstraße 182-184, 12524 Berlin-Altglienicke | 01.06. - 31.08.: Di: 12:00 - 16:00 Uhr; Mi, Do: 09:00 - 17:00 Uhr (wenn keine Veranstaltungen tagen); Fr: 12:00 - 15:00 Uhr | rollstuhlgerecht | Es erfolgt keine medizinische Betreuung."
Point,13.731203,52.42872904,"Öffentlicher ""Kühler Raum""",KIEZKLUB Rahnsdorf,"Fürstenwalder Allee 362, 12589 Berlin-Rahnsdorf | 01.06. - 31.08.: Mo - Fr: 09:00 - 17:00 Uhr | rollstuhlgerecht | Ein rollstuhlgerechtes WC ist vorhanden. Einige Räume verfügen über eine kleine Schwelle, welche aber mit einem Rollstuhl überwindbar sind. Es erfolgt keine medizinische Betreuung."
Point,13.502269,52.44353204,"Öffentlicher ""Kühler Raum""",KIEZKLUB Rathaus Johannisthal,"Sterndamm 102, 12487 Berlin-Johannisthal | 01.06. - 31.08.: Mo - Fr: 09:00 - 17:00 Uhr | rollstuhlgerecht | Es erfolgt keine medizinische Betreuung."
Point,13.484511,52.46917904,"Öffentlicher ""Kühler Raum""",KIEZKLUB Treptow Kolleg,"Schöntaler Weg 21, 12437 Berlin-Baumschulenweg | 01.06. - 31.08.: Mo - Do: 09:00 - 17:00 Uhr; Fr: 09:00 - 16:00 Uhr | rollstuhlgerecht | Es erfolgt keine medizinische Betreuung."
Point,13.623067,52.45185604,"Öffentlicher ""Kühler Raum""",KIEZKLUB Vital,"Myliusgarten 20, 12587 Berlin-Friedrichshagen | 01.06. - 31.08.: Mo - Fr: 09:00 - 17:00 Uhr (je nach Raumbelegung) | rollstuhlgerecht | Ein rollstuhlgerechtes WC ist vorhanden. Es erfolgt keine medizinische Betreuung."
Point,13.485597,52.46415904,"Öffentlicher ""Kühler Raum""",Regionales Begegnungszentrum Süd der Volkssolidarität e.V.,"Baumschulenstraße 31, 12437 Berlin-Baumschulenweg | an Hitzetagen ab 30°C, Mo - Fr: 09:00 - 16:00 Uhr | rollstuhlgerecht | Die Räumlichkeiten sind im 2. Stock mit dem Aufzug für Rollstuhlfahrende ohne Barrieren erreichbar. Ein rollstuhlgerechtes WC ist vorhanden. Es erfolgt keine medizinische Betreuung."
Point,13.579389,52.45465904,"Öffentlicher ""Kühler Raum""",Stadtteilzentrum Rabenhaus,"Puchanstraße 9, 12555 Berlin-Köpenick | Mo, Mi: 10:00 - 17:00 Uhr (wenn keine Veranstaltungen tagen); Di, Do: 13:00 - 18:00 Uhr (wenn keine Veranstaltungen tagen) | rollstuhlgerecht | Der Eingang ist über eine Rampe erreichbar. Es ist ein eingeschränkt rollstuhlgerechtes WC vorhanden, welches bei Nutzung ggf. Hilfe bedarf. Es erfolgt keine medizinische Betreuung."
Point,13.513329,52.45456704,"Öffentlicher ""Kühler Raum""",Villa offensiv (offensiv’91 e. V.),"Hasselwerderstr.38-40, 12439 Berlin | Mo - So: 08:30 - 15:00 Uhr | rollstuhlgerecht | Es gibt einen Plattformlift (bis 275 kg Traglast), zu erreichen über den Weg im Gartenbereich. Es ist ein rollstuhlgerechtes WC vorhanden. Es erfolgt keine medizinische Betreuung."
Point,13.5731,52.44989204,"Öffentlicher ""Kühler Raum""",Katholische Kirche St. Antonius,"Lindenstraße 43, 12555 | Mo - So: 14:00 - 16:00 Uhr | eingeschränkt rollstuhlgerecht | Es gibt Trinkwasser, Sitzgelegenheiten und Toiletten. Die Kirche ist täglich über das Angebot ""Offene Kirche"" zugänglich und wird von verschiedenen ""Kirchenhüter:innen"" begleitet, feste Zeiten sind 14:00-16:00 Uhr. Jeden Donnerstag gibt es das Angebot eines Kirchencafés, welches von der Sozialarbeiterin und Praktikantin in der Pfarrei begleitet wird. Weitere Zeiten sind jederzeit spontan möglich und werden dann durch einen Aufsteller vor der Kirchentür sichtbar gemacht. Bei fehlenden Kirchenhüter:innen bleibt die Kirche leider geschlossen. Es erfolgt keine medizinische Betreuung."
Point,13.517973,52.46028004,"Öffentlicher ""Kühler Raum""",Industriesalon Schöneweide,"Reinbeckstraße 10, 12459 Berlin | Do - So: 14:00 - 18:00 Uhr | rollstuhlgerecht | Es gibt Trinkwasser, Sitzgelegenheiten, Toiletten, Unterhaltungsmöglichkeiten/Spiele und W-LAN. Es erfolgt keine medizinische Betreuung."
